Word,Pronunciation
หัด,hat
เรียง,riːa̯ŋ
มณีปุระ,maniːpuraʔ
โดยพลการ,doːjpʰlakaːn
การยิน,kaːnjin
ประจำเดือน,prat͡ɕamdɯːa̯n
ผิดผี,pʰitpʰiː
ทวด,tʰawot
มอมเมา,mɔːmmeːaː
คาบูล,kʰaːbuːn
ฟาด,faːt
ทดแทน,tʰottʰɛːn
การผลัก,kaːnpʰlak
หางกะทิ,haːŋkatʰiʔ
ประสูติ,prasuːtiʔ
เซน,seːn
แอฟริกา,ʔɛːfrikaː
เสากระโดง,seːaːkradoːŋ
อมร,ɔːmon
ยุยง,jujoŋ
สกุล,sakun
ควาย,kʰwaːj
จินตนา,t͡ɕintanaː
ระบาดวิทยา,rabaːtwitʰajaː
อาการ,ʔaːkaːn
ลัทธิ,lattʰiʔ
บำเรอ,bamrɤː
หกสิบ,hoksib
หมอย,hamɔːj
ความอับปาง,kʰwaːmʔabapaːŋ
กา,kaː
พลขับ,pʰonkʰab
แบบจำลอง,bɛːbt͡ɕamlɔːŋ
คำติชม,kʰamtit͡ɕʰom
พาสุกรี,pʰaːsukriː
แคระ,kʰɛːraʔ
เหมือง,heːmɯːɔːŋ
พสกนิกร,pʰotkanikon
สัมนา,samnaː
คณะบดี,kʰanabdiː
ปาน,paːn
สิบสองปันนา,sibsɔːŋapannaː
ทัศนคติ,tʰatnakʰatiʔ
วงจร,woŋt͡ɕon
นาฏ,naːt
บัณฑิตย,bantʰitoj
มหา,mahaː
ทู,tʰuː
ชันสูตร,t͡ɕʰansuːton
โชยุ,t͡ɕʰoːjuʔ
อุปมา,ʔupmaː
ทิวากร,tʰiwaːkon
คะแนน,kʰanɛːn
ซาว,saːw
เทววิทยา,tʰeːwwitʰajaː
คลิตอริส,kʰlitɔːrit
รัฐสภา,ratsapʰaː
ปฏิกูล,patikuːn
หลุมศพ,halumsop
เอาใจ,ʔeːaːt͡ɕaj
ไหหลำ,hajhalam
นาโงยะ,naːŋoːjaʔ
รฦก,raฦkaʔ
ละออง,laʔɔːŋ
บูรพา,buːnpʰaː
เถียง,tʰiːa̯ŋ
มีน,miːn
การประเคน,kaːnprakʰeːn
เทพนิยาย,tʰeːpnijaːj
ความลึก,kʰwaːmlɯk
วิบัติ,wibatiʔ
พนัก,pʰanak
ฉ,t͡ɕʰaʔ
โผน,pʰoːn
ไซ,saj
ขิม,kʰim
ภักดี,pʰakdiː
เกลียดชัง,keːliːjdat͡ɕʰaŋ
เบียดเบียน,biːa̯tbiːa̯n
ประติมากรรม,pratimaːkrarom
ฮองเฮา,hɔːŋheːaː
กินรี,kinriː
กะโหลก,kahoːlok
ตัวเอง,tuːa̯ʔeːŋ
พุธ,pʰut
บรรทัด,bonratʰat
หลอดเลือด,halɔːtlɯːa̯t
โลภะ,loːpʰaʔ
ตะวันออกกลาง,tawanʔɔːkoklaːŋ
เชิญ,t͡ɕʰɤj
พาหนะ,pʰaːhnaʔ
ฟันกราม,fankraːm
การยาตรา,kaːnjaːtraː
จืด,t͡ɕɯːt
เพลา,pʰeːlaː
สุขภาพจิต,sukpʰaːpʰat͡ɕit
ชง,t͡ɕʰoŋ
จอ,t͡ɕɔː
ของเหลว,kʰɔːŋheːlow
ปัจฉิม,patt͡ɕʰim
นารี,naːriː
วิถี,witʰiː
สาบ,saːb
แผนก,pʰɛːnok
ควบ,kʰwob
เสพ,seːp
กระโดด,kradoːt
ทุก,tʰuk
โรงนา,roːŋnaː
ตอแหล,tɔːhɛːn
หลอดเลือดดำ,halɔːtlɯːa̯dadam
การยุบ,kaːnjub
รวง,rawoŋ
เทกระจาด,tʰeːkrat͡ɕaːt
โหวต,hoːwot
ม,maʔ
ชวน,t͡ɕʰawon
แกลบ,kɛːlob
ขนตา,kʰontaː
ปลิว,pliw
ลูกผสม,luːkpʰasom
ชาว,t͡ɕʰaːw
อิสราเอล,ʔitraːʔeːn
ผูกพัน,pʰuːkpʰan
คละ,kʰlaʔ
ไวรัส,wajrat
จำนง,t͡ɕamnoŋ
ขบูร,kʰabuːn
ยูงทอง,juːŋtʰɔːŋ
แกนนำ,kɛːnnam
ซานมารีโน,saːnmaːriːnoː
ฉัน,t͡ɕʰan
อาศรม,ʔaːtrom
วณิพก,wanipʰok
เคลือบ,kʰeːlɯːɔːb
ผลิต,pʰlit
อนาถ,ɔːnaːt
โมเมนตัม,moːmeːntam
เกียรติภูมิ,kiːa̯ntipʰuːmiʔ
นพศก,nopsok
ชูวัช,t͡ɕʰuːwat
คด,kʰot
สัญชาตญาณ,sajt͡ɕʰaːtajaːn
กากาแฟ,kaːkaːfɛː
กระเชา,krat͡ɕʰeːaː
การพิจารณา,kaːnpʰit͡ɕaːnnaː
กลบบัตร,konbabaton
เรวต,reːwot
หลงใหล,honŋahajlaʔ
งูพิษ,ŋuːpʰit
พะยูง,pʰajuːŋ
แคดเมียม,kʰɛːtmiːa̯m
ปราณี,praːniː
ฆาตกร,kʰaːtkon
แผง,pʰɛːŋ
นิรภัย,ninpʰaj
ฟูกูโอกะ,fuːkuːʔoːkaʔ
ลวก,lawok
ลำตัว,lamtuːa̯
โสม,soːm
เอารัดเอาเปรียบ,ʔeːaːratʔeːaːpeːriːjob
วีดีโอ,wiːdiːʔoː
กถา,katʰaː
ดึง,dɯŋ
หุบปาก,hubpaːk
ครีมกันแดด,kʰriːmkanadɛːt
โศภิต,soːpʰit
สึก,sɯk
ปริญญาบัตร,prijjaːbaton
หูหนวกตาบอด,huːhnawoktaːbɔːt
มะหะหมัด,mahahmat
โต,toː
ศาสนาฮินดู,saːtnaːhinduː
ไพเราะ,pʰajrɔʔ
ทิวลิป,tʰiwlip
ดูกร,duːkon
กักขัง,kakkʰaŋ
อักขระ,ʔakkʰraʔ
หอ,hɔː
จิตระ,t͡ɕitraʔ
การเนรเทศ,kaːnneːratʰeːt
ใจเสาะ,t͡ɕajsɔʔ
ดก,dok
แมวโคราช,mɛːwkʰoːraːt
กุศล,kuson
สมรรถนะ,somrarotnaʔ
ทำลาย,tʰamlaːj
ลูกหมา,luːkhamaː
กลอุบาย,konʔubaːj
ทราก,tʰraːk
ความชอบธรรม,kʰwaːmt͡ɕʰɔːbotrarom
เครมลิน,kʰeːnmalin
ควย,kʰwoj
ทหารราบ,tʰahaːnraːb
ความจน,kʰwaːmt͡ɕon
สนิท,sanit
หอก,hɔːk
ขจร,kʰat͡ɕon
ฟัน,fan
หยุดยิง,hajutjiŋ
ซิมบับเว,simbabaweː
จูบา,t͡ɕuːbaː
เซาะ,sɔʔ
ปรัสเซีย,pratsiːa̯
กระบวน,krabwon
กระทะทองแดง,kratʰatʰɔːŋdɛːŋ
เสือกไส,sɯːa̯ksaj
ความทรมาน,kʰwaːmtʰramaːn
อุปนิสัย,ʔupnisaj
ทรพี,tʰonpʰiː
โลกสวย,loːksawoj
รีกา,riːkaː
หยด,hajot
แผงคอ,pʰɛːŋkʰɔː
อริย,ɔːrij
โควิด,kʰoːwit
ฟาย,faːj
บุคลิก,buklik
สุก,suk
เวร,weːn
ประเวศพระนคร,praweːtpʰrankʰon
กงการ,koŋkaːn
ฮ,haʔ
ภัยการระเบิด,pʰajkaːrarabɤt
อุปการะ,ʔupkaːraʔ
การหวีด,kaːnhawiːt
ทรัสตี,tʰrattiː
มาลี,maːliː
คงคา,kʰoŋkʰaː
ลูบลิยานา,luːblijaːnaː
สันดาน,sandaːn
คลินิก,kʰlinik
แคว,kʰɛːw
การเชิญ,kaːnt͡ɕʰɤj
ซอง,sɔːŋ
ปฏิรูป,patiruːp
ทศวรรษ,tʰotwararot
คอซอง,kʰɔːsɔːŋ
ลวนลาม,lownalaːm
กะละปังหา,kalapaŋhaː
หินดินดาน,hindinadaːn
ยม,jom
หนึบ,hanɯb
ปารากวัย,paːraːkwaj
ตีนกบ,tiːnkob
ทำไม,tʰammaj
ลูกกรุง,luːkkruŋ
ออกซิเจน,ʔɔːksit͡ɕeːn
หาบ,haːb
ยิว,jiw
ตัวตลก,tuːa̯tlok
ทีปะ,tʰiːpaʔ
อยา,ɔːjaː
โทรม,tʰoːrom
ปากกา,paːkkaː
หนวก,honwok
เหิน,hɤn
ละอองเรณู,laʔɔːŋreːnuː
จองกฐิน,t͡ɕɔːŋkatʰin
สลัก,salak
วิธี,witʰiː
ผอบ,pʰɔːb
อาหารกลางวัน,ʔaːhaːnklaːŋwan
อิบารากิ,ʔibaːraːkiʔ
ยุบ,jub
รามาธิบดี,raːmaːtʰibdiː
บุรี,buriː
เหมายัน,heːmaːjan
ทรมาน,tʰonmaːn
สะตอ,satɔː
อมตภาพ,ɔːmtapʰaːp
โกง,koːŋ
วันดีคืนดี,wandiːkʰɯːndiː
บูด,buːt
แสดงออก,sɛːtŋaʔɔːk
การสวม,kaːnsawom
ปากหมา,paːkhamaː
อันตรธาน,ʔantratʰaːn
ทักษิณ,tʰaksin
การกอด,kaːnkɔːt
จักร,t͡ɕakon
นิมิต,nimit
ระบำ,rabam
เปตอง,peːtɔːŋ
ภูฏาน,pʰuːtaːn
เถาหยวน,tʰeːaːhjawon
กระบือ,krabɯːɔː
มงกุฎ,moŋkut
วิกาล,wikaːn
การหลับนอน,kaːnhalabnɔːn
ชัลลุกา,t͡ɕʰanlukaː
ชำนาญ,t͡ɕʰamnaːj
ตรัส,trat
กาหลง,kaːhloŋ
ระวาง,rawaːŋ
พิภพ,pʰipʰop
การบังคม,kaːnbaŋakʰom
สาฬุระ,saːluraʔ
โขยง,kʰoːjoŋ
ประพฤติ,prapʰrʉtiʔ
ผลิต,pʰlit
เจตนา,t͡ɕeːtnaː
ตัก,tak
ออกซิเจน,ʔɔːksit͡ɕeːn
อะ,ʔaʔ
สมุดไทย,samuttʰaj
เสา,seːaː
เกรียง,keːriːjoŋ
เบาหวาน,beːaːhwaːn
โมดูล,moːduːn
ดัดแปลง,datpɛːloŋ
กางเกงใน,kaːŋkeːŋanaj
ฤๅ,rʉː
ผงก,pʰaŋok
ฝาก,faːk
เถร,tʰeːn
รายรับ,raːjrab
วิมาน,wimaːn
ญาณวิทยา,jaːnwitʰajaː
พระราชกฤษฎีกา,pʰraraːtkrʉsadiːkaː
สตรี,sotriː
พราก,pʰraːk
บาลี,baːliː
ชานม,t͡ɕʰaːnom
ไทเฮา,tʰajheːaː
ชุมพร,t͡ɕʰumpʰon
ของชำ,kʰɔːŋt͡ɕʰam
มาตุ,maːtuʔ
มาตร,maːton
จำเพาะ,t͡ɕampʰɔʔ
ยาสูบ,jaːsuːb
วิปครีม,wipkʰriːm
ลงแขก,loŋkʰɛːk
พัศดี,pʰatdiː
ศึกษา,sɯksaː
เรียบอาวุธ,riːa̯bʔaːwut
ฝืด,fɯːt
พัฒนาการ,pʰatnaːkaːn
จามจุรี,t͡ɕaːmt͡ɕuriː
ยิมนาสติก,jimnaːsatik
สะพานลอย,sapʰaːnlɔːj
ตาก,taːk
บอกปัด,bɔːkpat
กรณี,konniː
จับเวลา,t͡ɕabweːlaː
โปรตุเกส,poːntukeːt
อาดดิสอาบาบา,ʔaːtdisaʔaːbaːbaː
พุทธมามกะ,pʰuttʰamaːmkaʔ
พรหมแดน,pʰonhamadɛːn
มาตาธิปไตย,maːtaːtʰiptaj
รสนิยม,rotnijom
งีบ,ŋiːb
โรงบาล,roːŋbaːn
ม,maʔ
บังกลาเทศ,baŋklaːtʰeːt
ซีริลลิก,siːrinlik
สายโลหิต,saːjloːhit
สุโขทัย,sukʰoːtʰaj
ปรับ,prab
แพง,pʰɛːŋ
สุรบดี,sunbadiː
พิถีพิถัน,pʰitʰiːpʰitʰan
ความเฮง,kʰwaːmheːŋ
ไมโครเวฟ,majkʰoːnweːf
สืบ,sɯːb
จอสัมผัส,t͡ɕɔːsampʰat
ศร,son
แพลเลเดียม,pʰɛːnleːdiːa̯m
นมผง,nompʰoŋ
ชาวบน,t͡ɕʰaːwbon
อาทิตย,ʔaːtʰitoj
โอโซน,ʔoːsoːn
คมนาคม,kʰomnaːkʰom
สุจริต,sutrit
จำนอง,t͡ɕamnɔːŋ
ภาษากลาง,pʰaːsaːklaːŋ
พระยา,pʰrajaː
รัตนชาติ,ratnat͡ɕʰaːtiʔ
ปุรพษาฒ,punpʰasaːt
แคเมอรูน,kʰɛːmɤːruːn
ยาจุดกันยุง,jaːt͡ɕutkanajuŋ
ทาน,tʰaːn
โปโล,poːloː
อภัย,ɔːpʰaj
เกรวี,keːnwiː
ถลก,tʰalok
การจัดแจง,kaːnt͡ɕadat͡ɕɛːŋ
วนิพก,wanipʰok
ศรีลังกา,sariːlaŋkaː
รีดไถ,riːttʰaj
พาชี,pʰaːt͡ɕʰiː
คาดหวัง,kʰaːthawaŋ
อธิการบดี,ɔːtʰikaːnbadiː
ยุติธรรม,jutitrarom
ทัศนวิสัย,tʰatnawisaj
เศรษฐยาธิปไตย,seːnsatʰajaːtʰiptaj
สลาก,salaːk
นักจัดรายการ,nakt͡ɕadaraːjkaːn
ประถม,pratʰom
เกลศ,keːlot
คัดลอก,kʰatlɔːk
พิริยะ,pʰirijaʔ
เจอ,t͡ɕɤː
เหลือ,heːlɯːɔː
สระ,saraʔ
นักการทูต,nakkaːratʰuːt
ดุดัน,dudan
ดิจิทัล,dit͡ɕitʰan
รู,ruː
วอน,wɔːn
อุปรากร,ʔupraːkon
ราชาภิเษก,raːt͡ɕʰaːpʰiseːk
ยุง,juŋ
ศรีโสภณ,sariːsoːpʰon
อมฤต,ɔːmarʉtaʔ
สุราลัย,suraːlaj
ธุร,tʰun
ทับทรวง,tʰabtʰrawoŋ
บำบัด,bambat
บริษัท,barisat
นิกเกิล,nikkɤn
ไรเฟิล,rajfɤn
หัว,huːa̯
บาป,baːp
บวก,bawok
ดล,don
ถก,tʰok
ฟูนะฟูตี,fuːnafuːtiː
เมษายน,meːsaːjon
ปลอม,plɔːm
อัสตานา,ʔattaːnaː
โศก,soːk
เคียง,kʰiːa̯ŋ
ผูกขาด,pʰuːkkʰaːt
เกสรตัวเมีย,keːtratuːa̯miːa̯
กระบวนพิจารณา,krabwanapʰit͡ɕaːnnaː
กุย,kuj
อะนิเมะ,ʔanimeʔ
บริเวณ,bariweːn
พฤศจิกายน,pʰrʉsat͡ɕikaːjon
โรหิต,roːhit
ทุน,tʰun
นอง,nɔːŋ
ฤๅทัย,rʉːtʰaj
อุปัชฌาย,ʔupatt͡ɕʰaːj
การก,kaːrok
มูล,muːn
อัญขยม,ʔajkʰajom
กติกาสัญญา,katikaːsajjaː
จะตาย,t͡ɕataːj
ขลาด,kʰlaːt
ชลิตา,t͡ɕʰalitaː
ปืนกล,pɯːnkon
เซฟ,seːf
ทบทวน,tʰobtʰawon
ฮูก,huːk
เกาหลีเหนือ,keːaːhliːheːnɯːɔː
กบดาน,kobdaːn
หวัง,hawaŋ
พ,pʰaʔ
อูย,ʔuːj
ฉัน,t͡ɕʰan
ผิว,pʰiw
เดลี,deːliː
เงือก,ŋɯːa̯k
เกวียน,keːwiːjon
ไพรเมต,pʰajrameːt
พาหุ,pʰaːhuʔ
ความเกรงใจ,kʰwaːmkeːroŋt͡ɕaj
กาล,kaːn
ความเงียบ,kʰwaːmŋiːa̯b
ดินเหนียว,dinheːniːjow
นิธิ,nitʰiʔ
จุล,t͡ɕun
ภาพลวงตา,pʰaːplawoŋtaː
เทวี,tʰeːwiː
เอา,ʔeːaː
อาเทศ,ʔaːtʰeːt
เดอะแบก,deːʔabɛːk
พัด,pʰat
ระเบียง,rabiːa̯ŋ
สัทวิทยา,satwitʰajaː
จำลอง,t͡ɕamlɔːŋ
คุย,kʰuj
การลงทุน,kaːnlaŋatʰun
รัฐวิสาหกิจ,ratwisaːhkit
ฉ,t͡ɕʰaʔ
จึง,t͡ɕɯŋ
ทักทาย,tʰaktʰaːj
หาก,haːk
อุปราช,ʔupraːt
คูเวตซิตี,kʰuːweːtsitiː
แหบ,hɛːb
อนัตตา,ɔːnattaː
อมฤต,ɔːmarʉtaʔ
ลิเบีย,libiːa̯
จำนวนอดิศัย,t͡ɕamnownɔːdisaj
สนับสนุน,sanabsanun
ตะแบง,tabɛːŋ
เบญจเพส,beːjt͡ɕapʰeːt
กะลาโหม,kalaːhoːm
โคจร,kʰoːt͡ɕon
การกำราบ,kaːnkamraːb
ภารวี,pʰaːnwiː
การเทศนา,kaːntʰeːsanaː
โพดำ,pʰoːdam
สุภาพบุรุษ,supʰaːpburut
การลอยตัว,kaːnlɔːjatuːa̯
พลังงาน,pʰlaŋŋaːn
วจีวิภาค,wat͡ɕiːwipʰaːk
วาจา,waːt͡ɕaː
กลด,klot
เตรียมตัว,teːriːjmatuːa̯
ประพันธสรรพนาม,prapʰantʰasonrapʰanaːm
สันตินิยม,santinijom
ดารา,daːraː
พลัด,pʰlat
กะเอว,kaʔeːw
ลาบ,laːb
อาทิตยวาร,ʔaːtʰitjawaːn
จาม,t͡ɕaːm
ยิบ,jib
ไอซียู,ʔajsiːjuː
เยอะ,jeːʔaʔ
พลเอก,pʰonʔeːk
พระราชทาน,pʰraraːttʰaːn
เฉก,t͡ɕʰeːk
เนา,neːaː
ความดัง,kʰwaːmdaŋ
มะริด,marit
บันดาล,bandaːn
โคมเขียว,kʰoːmkʰiːa̯w
จูบ,t͡ɕuːb
อิสราเอล,ʔitraːʔeːn
ละเมิด,lamɤt
การนัด,kaːnnat
พรมแดน,pʰonmadɛːn
จรด,t͡ɕarot
นีวเว,niːwweː
อัฟกานิสถาน,ʔafkaːnittʰaːn
ทอดพระเนตร,tʰɔːtpʰraneːton
การอธิบาย,kaːrɔːtʰibaːj
ความจังไร,kʰwaːmt͡ɕaŋaraj
เรือรบ,rɯːa̯rob
กองทัพ,kɔːŋtʰap
นา,naː
สวัสติกะ,sawattikaʔ
พยานรัก,pʰajaːnrak
สไบ,sabaj
เสาวรส,seːaːwrot
ระนาว,ranaːw
ราหู,raːhuː
ซา,saː
แมง,mɛːŋ
แตง,tɛːŋ
ขจี,kʰat͡ɕiː
หรรม,honrom
ดิบ,dib
วีรบุรุษ,wiːnburut
คณะ,kʰanaʔ
กระบวนการ,krabwanakaːn
อัคคี,ʔakkʰiː
ซอมบี,sɔːmbiː
อธิบดี,ɔːtʰibdiː
เสวก,seːwok
ตัวละคร,tuːa̯lakʰon
ดินหางยาว,dinhaːŋajaːw
กษีรารณพ,kasiːraːnnop
เดรัจฉาน,deːratt͡ɕʰaːn
ภัยพิบัติ,pʰajpʰibatiʔ
ระเบียบวินัย,rabiːa̯bwinaj
รับ,rab
พันธ,pʰanot
แมรี,mɛːriː
ปรกติ,ponkatiʔ
ท,tʰaʔ
ปุ,puʔ
คณาธิปไตย,kʰanaːtʰiptaj
ครัช,kʰrat
อาสนะ,ʔaːtnaʔ
ความเฮงซวย,kʰwaːmheːŋotwoj
สุภา,supʰaː
บริโภค,baripʰoːk
เสาอากาศ,seːaːʔaːkaːt
ยุทธวิธี,juttʰawitʰiː
ชมพู,t͡ɕʰompʰuː
มกร,makon
ทุบทู,tʰubtʰuː
รถไฟ,rotfaj
กูเกิล,kuːkɤn
อารัมภบท,ʔaːrampʰabot
ดล,don
ทะเลาะ,tʰalɔʔ
ญาณ,jaːn
ศีรษะ,siːnsaʔ
อาชญากรสงคราม,ʔaːtjaːkonsaŋokraːm
การเผชิญ,kaːnpʰeːt͡ɕʰij
อัศวินี,ʔatwiniː
วาต,waːt
เนปทูเนียม,neːptʰuːniːa̯m
ยึด,jɯt
การทอดพระเนตร,kaːntʰɔːdopraneːton
บัญญัติ,bajjatiʔ
ลายแทง,laːjtʰɛːŋ
บัง,baŋ
การบาน,kaːnbaːn
นางรม,naːŋrom
มด,mot
ภูมิปัญญา,pʰuːmipajjaː
ปรองดอง,prɔːŋdɔːŋ
เอลนีโญ,ʔeːnniːjoː
กระทะ,kratʰaʔ
สมบูรณ,sombuːron
เมตตา,meːttaː
ทฤษฎีบท,tʰrʉsadiːbot
แสงเหนือ,sɛːŋheːnɯːɔː
โทรอนโต,tʰoːrɔːntoː
สนุกสนาน,sanuksanaːn
อิงกูเชเตีย,ʔiŋkuːt͡ɕʰeːtiːa̯
โคมลอย,kʰoːmlɔːj
ปราบ,praːb
จำเริญ,t͡ɕamrɤj
นักปรัชญา,nakpratjaː
ต,taʔ
ภูติ,pʰuːtiʔ
ปัสสาวะ,patsaːwaʔ
ขอม,kʰɔːm
ประทับใจ,pratʰabt͡ɕaj
อากาศ,ʔaːkaːt
ลิเทียม,litʰiːa̯m
ทัชสกรีน,tʰatsokriːn
ลุง,luŋ
ระดมพล,ratmapʰon
